2496,256,1
1664,1792,1
1664,1789,1
1664,1786,1
1664,1783,1
1664,1780,1
1664,1777,1
1664,1774,1
1664,1771,1
1664,1768,1
1664,1765,1
1664,1762,1
1664,1759,1
1664,1756,1
1664,1753,1
1664,1750,1
1664,1747,1
1664,1744,1
1664,1741,1
1664,1738,1
1664,1735,1
1664,1732,1
1664,1729,1
1664,1726,1
1664,1723,1
1664,1720,1
1664,1717,1
1664,1714,1
1664,1711,1
1664,1708,1
1664,1705,1
1664,1702,1
1664,1699,1
1664,1696,1
1664,1693,1
1664,1690,1
1664,1687,1
1664,1684,1
1664,1681,1
1664,1678,1
1664,1675,1
1664,1672,1
1664,1669,1
1664,1666,1
1664,1663,1
1664,1660,1
1664,1657,1
1664,1654,1
1664,1651,1
1664,1648,1
1664,1645,1
1664,1642,1
1664,1639,1
1664,1636,1
1664,1633,1
1664,1630,1
1664,1627,1
1664,1624,1
1664,1621,1
1664,1618,1
1664,1615,1
1664,1612,1
1664,1609,1
1664,1606,1
1664,1603,1
1664,1600,1
1664,1597,1
1664,1594,1
1664,1591,1
1664,1588,1
1664,1585,1
1664,1582,1
1664,1579,1
1664,1576,1
1664,1573,1
1664,1570,1
1664,1567,1
1664,1564,1
1664,1561,1
1664,1558,1
1664,1555,1
1664,1552,1
1664,1549,1
1664,1546,1
1664,1543,1
1664,1540,1
1664,1537,1
1664,1534,1
1664,1531,1
1664,1528,1
1664,1525,1
1664,1522,1
1664,1519,1
1664,1516,1
1664,1513,1
1664,1510,1
1664,1507,1
1664,1504,1
1664,1501,1
1664,1498,1
1664,1495,1
1664,1492,1
1664,1489,1
1664,1486,1
1664,1483,1
1664,1480,1
1664,1477,1
1664,1474,1
1664,1471,1
1664,1468,1
1664,1465,1
1664,1462,1
1664,1459,1
1664,1456,1
1664,1453,1
1664,1450,1
1664,1447,1
1664,1444,1
1664,1441,1
1664,1438,1
1664,1435,1
1664,1432,1
1664,1429,1
1664,1426,1
1664,1423,1
1664,1420,1
1664,1417,1
1664,1414,1
1664,1411,1
